Sheet;Candidate row;Score;Non-empty count;Values
Beslutslogg;1;0.1375;3;Datum | Beslut | Konsekvens
Beslutslogg;2;0.1042;3;2026-07-02 | FV betyder flerbostadshus eller verksamhet | FV-taxor kan återanvändas mellan §2.2.4 och §2.2.5 om övriga villkor matchar.
Beslutslogg;3;0.1042;3;2026-07-02 | DH införs som suffix för detaljhandel | §2.2.6 ska använda DH och inte FV.
Beslutslogg;4;0.1042;3;2026-07-02 | MB används för bottentömmande behållare | BTMR ska inte användas som framtida standardförslag.
Beslutslogg;5;0.1042;3;2026-07-02 | Aktuellt pris hämtas bara från Taxa_från_edp | Priskolumnen får inte redigeras manuellt.
Beslutslogg;6;0.1042;3;2026-07-02 | Föreslaget pris får användas som arbetspris | Ny kolumn efter Aktuellt pris.
Beslutslogg;7;0.1042;3;2026-07-02 | DH-prislista är fristående | DH-priser får inte användas som jämförelse för andra taxor.
Beslutslogg;8;0.1042;3;2026-07-02 | Taxepunkter är under uppbyggnad | Fliken är arbetsflik och får inte ersättas.
Beslutslogg;9;0.1042;3;2026-07-02 | Fas 2 Excel→Word hanteras separat | Nuvarande regler gäller Word→Excel.
Färgstandard;15;0.2583;4;Underrubrik i Taxepunkter | #BDD7EE | Rader där A har paragraf+text och B:E är tomma | A:E sammanslaget, hela raden färgad och samma rutnät.
Färgstandard;1;0.15;4;Färgtyp | Hex | Användning | Exempel
Färgstandard;2;0.15;4;Rubrik | #1F4E78 | Tabellrubriker och huvudrubriker | Rad 1/5 i arbets- och dokumentationsflikar
Färgstandard;3;0.15;4;Manuell inmatning | #FFF2CC | Fält som får fyllas manuellt | Taxepunkter A–F, L samt Taxa_Saknas arbetskolumner
Färgstandard;4;0.15;4;Automatisk uppslagning | #DDEBF7 | Formler och uppslag mot Taxa_från_edp | Taxepunkter H–J
Färgstandard;5;0.15;4;Förslag | #FCE4D6 | Föreslagna taxekoder och arbetspris | Taxepunkter G och K, Taxa_Saknas FöreslagenTaxekod
Färgstandard;6;0.15;4;Beräkning | #E2F0D9 | Beräknade värden | Taxepunkter M–N
Färgstandard;7;0.15;4;Kontroll krävs | #F4CCCC | Fel, saknad match eller manuellt beslut | Kontrollrapport och statusrader
Färgstandard;8;0.15;4;Dokumentation | #E7E6E6 | Regel- och dokumentationsflikar | Projektregler, Arbetsflöde, Dokumentation_*
Färgstandard;9;0.15;4;Import/referens | #D9EAD3 | Importerade eller externa källflikar | Taxa_från_edp, Källa_Prislista_DH
Färgstandard;11;0.15;4;Border-standard | Värde | Användning | Kommentar
Färgstandard;12;0.15;4;Rutnätslinjer | #D9D9D9 | Alla celler i använda tabellområden | Tunn ljusgrå kant runt varje cell, både inne i och runt tabellen.
Färgstandard;13;0.15;4;Ytterkant | #7F7F7F | Runt hela tabellområden | Tunn mörkare grå kant runt tabellens ytterkant.
Färgstandard;14;0.15;4;Rubrikrad | #7F7F7F | Rubrikrader | Rubrikrad får mörkblå fyllning och konsekvent rutnät.
Dokumentation_Taxa_Saknas;10;0.5;6;I | Taxepunkt | Arbetskolumn | Taxepunkter | Paragrafnamn / Taxapunkt. | Ja
Dokumentation_Taxa_Saknas;7;0.3917;6;F | Matchmetod | Arbetskolumn | Projektet | Hur förslaget togs fram: strTaxebenamning, strTaxedelAvser, kodregel, etc. | Ja
Dokumentation_Taxa_Saknas;2;0.2833;6;A | Källparagraf | Arbetskolumn | Word/Taxepunkter | Paragraf där raden hör hemma. | Ja
Dokumentation_Taxa_Saknas;1;0.175;6;Kolumn | Rubrik | Typ | Källa/beroende | Regel/användning | Får ändras manuellt
Dokumentation_Taxa_Saknas;3;0.175;6;B | Källpunkt | Arbetskolumn | Granskningslista | Punktnummer i löpande Word-Excel-kontroll om tillgängligt. | Ja
Dokumentation_Taxa_Saknas;4;0.175;6;C | Rad i Taxepunkter | Arbetskolumn | Taxepunkter | Radnummer i Taxepunkter för felsökning. | Ja
Dokumentation_Taxa_Saknas;5;0.175;6;D | Wordtext | Arbetskolumn | Word | Kort beskrivning av texten/raden i Word. | Ja
Dokumentation_Taxa_Saknas;6;0.175;6;E | Status | Arbetskolumn | Projektet | Saknas i EDP, osäker, åtgärdad, etc. | Ja
Dokumentation_Taxa_Saknas;8;0.175;6;G | FöreslagenTaxekod | Förslag | Taxekod_Tolkning/projektregler | Taxekod som föreslås om ingen bekräftad EDP-kod finns. | Ja
Dokumentation_Taxa_Saknas;9;0.175;6;H | intRecnum | Arbetsnyckel | Taxepunkter | Ska vara radnumret i Taxepunkter, inte EDP:s intRecnum. | Ja
Dokumentation_Taxa_Saknas;11;0.175;6;J:Y | EDP-kolumner | Importstruktur | Taxa_från_edp | Samma struktur som Taxa_från_edp för att kunna skapa/importera nya taxor. | Ja, men följ EDP-format
Dokumentation_Taxa_Saknas;13;0.175;6;Automationsmall | Rad 72:200 | Typ | Källa/beroende | Regel/användning | Får ändras manuellt
Dokumentation_Taxa_Saknas;14;0.175;6;Input 1 | Rad i Taxepunkter | Manuell | Taxepunkter | Fyll kolumn C med radnummer från Taxepunkter. | Ja
Dokumentation_Taxa_Saknas;15;0.175;6;Input 2 | FöreslagenTaxekod | Manuell | Kodregler | Fyll kolumn G med föreslagen taxekod. | Ja
Dokumentation_Taxa_Saknas;16;0.175;6;Automatiskt | Övriga fält | Formler | Taxepunkter + standardvärden | Kolumner A, D:F, H:Y fylls automatiskt utifrån C och G. | Nej/vid behov
Dokumentation_Taxa_från_edp;3;0.3667;4;B | strTaxekod | Primär nyckel för bekräftade taxor | Taxakod i Taxepunkter måste vara exakt värdet härifrån.
Dokumentation_Taxa_från_edp;11;0.3667;4;Q | strFormel | Beräkningsformel/faktor | Används för att förstå enhet och beräkning, t.ex. ANTB, VIKG, DR10.
Dokumentation_Taxa_från_edp;4;0.2583;4;C | strTaxebenamning | Matchning och dokumentation | Kontrolleras alltid innan nya taxor föreslås.
Dokumentation_Taxa_från_edp;8;0.2583;4;G | strFaktor | Faktor/beräkningsgrund | Tolkning hämtas från Källa_Kvantitetskoder och Taxekod_Tolkning.
Dokumentation_Taxa_från_edp;9;0.2583;4;H | strTaxedelAvser | Viktig matchningskolumn | Används före frågor ställs. Ofta tydligast för vad delraden avser.
Dokumentation_Taxa_från_edp;1;0.15;4;Kolumn | Rubrik | Användning i projektet | Regel
Dokumentation_Taxa_från_edp;2;0.15;4;A | intRecnum | EDP:s interna rad-ID | Läses som källdata men används inte som nyckel i Taxa_Saknas.
Dokumentation_Taxa_från_edp;5;0.15;4;D | strProdukt | EDP-produkt | Behålls vid förslag i Taxa_Saknas där möjligt.
Dokumentation_Taxa_från_edp;6;0.15;4;E | strDelProdukt | EDP-delprodukt | Används för kategori, t.ex. HUSH, ÅVC, SLAM.
Dokumentation_Taxa_från_edp;7;0.15;4;F | bytDelradnr | Delrad i EDP-taxa | Nya föreslagna taxor får ofta 1 om endast en grundrad skapas.
Dokumentation_Taxa_från_edp;10;0.15;4;K | curNuvarandePris | Aktuellt pris exkl. moms | Enda källa till Aktuellt pris i Taxepunkter. Får inte ändras manuellt.
Revision_Etapp1;4;0.3667;4;Taxepunkter kolumnstruktur | Kontrollerad | A:N används med Taxakod, Föreslagen Taxa, Aktuellt pris och Föreslaget pris. | OK
Revision_Etapp1;10;0.2583;4;Datavalidering | Ej fullrevision | Dropdown i Taxakod bör kontrolleras mer detaljerat i nästa revision. | Nästa revision
Revision_Etapp1;1;0.15;4;Kontrollpunkt | Resultat | Åtgärd/kommentar | Status
Revision_Etapp1;2;0.15;4;Flikstruktur | Inventerad | Flikarna är klassade i dokumentationsflikar, importflikar, arbetsflikar och rapportflikar. | OK
Revision_Etapp1;3;0.15;4;Formler | Översiktligt kontrollerad | Ingen #REF! hittad. #NAME? kan visas i artifact_tool pga XLOOKUP/evalueringsstöd men formler finns kvar. | OK
Revision_Etapp1;5;0.15;4;Taxa_Saknas struktur | Kontrollerad | Arbetskolumner + EDP-kolumner är dokumenterade. | OK
Revision_Etapp1;6;0.15;4;Kostnadsfria rader | Åtgärdad | Tre saknade kostnadsfria rader är tillagda i Taxepunkter och Taxa_Saknas. | OK
Revision_Etapp1;7;0.15;4;Aktuellt pris | Regel dokumenterad | Aktuellt pris hämtas endast från Taxa_från_edp. | OK
Revision_Etapp1;8;0.15;4;DH-priser | Regel dokumenterad | Källa_Prislista_DH får bara användas för detaljhandel. | OK
Revision_Etapp1;9;0.15;4;Färgstandard | Skapad | Färgstandard-flik finns och färger är tillämpade på centrala flikar. | OK
Revision_Etapp1;11;0.15;4;Villkorsstyrd formatering | Ej fullrevision | Inventeras i nästa tekniska revision vid behov. | Nästa revision
Revision_Etapp1;13;0.15;4;Underrubriker i Taxepunkter | Åtgärdad | Rader med endast text i kolumn A har formaterats som sammanslagna underrubriker A:E. | OK
Revision_Etapp1;14;0.15;4;Taxerader A:E | Åtgärdad | Vanliga taxerader har vit bakgrund i A:E. | OK
Revision_Formler_DV;2;0.3667;4;Taxepunkter G | Föreslagen Taxa | OK | Visar Taxakod om F finns, annars XLOOKUP mot Taxa_Saknas intRecnum/H och FöreslagenTaxekod/G.
Revision_Formler_DV;3;0.3667;4;Taxepunkter H | Taxabeskrivning | OK | Hämtas från Taxa_från_edp strTaxebenamning via Taxakod.
Revision_Formler_DV;4;0.3667;4;Taxepunkter I | Faktor | OK | Hämtas från Taxa_från_edp strFaktor via Taxakod.
Revision_Formler_DV;5;0.2583;4;Taxepunkter J | Aktuellt pris | OK | Hämtas från Taxa_från_edp curNuvarandePris via Taxakod. Ska inte redigeras manuellt.
Revision_Formler_DV;1;0.15;4;Område | Kontroll | Resultat | Kommentar
Revision_Formler_DV;6;0.15;4;Taxepunkter M | Pris inkl. moms | OK | Beräknar J*1,25 eller K*1,25 om J saknas.
Revision_Formler_DV;7;0.15;4;Taxepunkter N | Intäkt exkl. moms | OK | Beräknar L*J eller L*K om J saknas.
Revision_Formler_DV;8;0.15;4;Taxepunkter F | Datavalidering | OK | Dropdown mot Taxa_från_edp!$B$2:$B$371 tillagd på F7:F370.
Revision_Formler_DV;9;0.15;4;Taxa_Saknas 72:200 | Automationsmall | OK | Fyll Rad i Taxepunkter i C och FöreslagenTaxekod i G. Övriga fält fylls med formler.
00_MasterInfo;1;0.125;2;Fält | Värde
00_MasterInfo;2;0.125;2;Masterversion | v0.9.4_draft_sorsele_edp
00_MasterInfo;3;0.125;2;Status | Draft
00_MasterInfo;5;0.125;2;Baserad på | ArbetsExcel_Reference_v0.9.4_taxepunkter_facit.xlsx
00_MasterInfo;6;0.125;2;EDP-export inläst | Sorsele taxor.xlsx
00_MasterInfo;7;0.125;2;EDP-flik | Taxa_från_edp
00_MasterInfo;10;0.125;2;Ändring | Taxa_från_edp har ersatts med Sorseles EDP-export. Taxepunkter behålls från facitversionen.
00_MasterInfo;11;0.125;2;Viktig regel | Taxa_från_edp är facit och får aldrig ändras automatiskt.
00_MasterInfo;12;0.125;2;Viktig regel | Standardtaxor används endast som beslutsstöd.
00_MasterInfo;13;0.125;2;Viktig regel | Denna fil är draft och inte låst v1.0.
00_MasterInfo;4;0.075;2;Skapad | 2026-07-07
00_MasterInfo;8;0.075;2;EDP-rader inklusive header | 277
00_MasterInfo;9;0.075;2;EDP-datarader | 276
EDP_Import_Logg;1;0.125;2;Kontroll | Värde
EDP_Import_Logg;2;0.125;2;Importerad fil | Sorsele taxor.xlsx
EDP_Import_Logg;3;0.125;2;Källa | Blad1!A2:Q278
EDP_Import_Logg;4;0.125;2;Målflik | Taxa_från_edp
EDP_Import_Logg;5;0.125;2;Header | Rad 2 i Sorsele-exporten har lagts på rad 1 i Taxa_från_edp
EDP_Import_Logg;7;0.125;2;Första taxekod | A
EDP_Import_Logg;8;0.125;2;Sista taxekod | ÄNDRING
EDP_Import_Logg;9;0.125;2;Taxepunkter | Behållna från facitversionen
EDP_Import_Logg;10;0.125;2;Taxa_från_edp | Ersatt med Sorsele
EDP_Import_Logg;6;0.075;2;Datarader | 276
