Index;Section;Original tax point;Enriched tax point;Section context;Property context;Waste context;Service context;Container context;Confidence;Notes
209;6.1.2;Färg-, lack-, limburkar lösning aerosoler;Färg-, lack-, limburkar lösning aerosoler [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
210;6.1.2;Isocyanater;Isocyanater [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
211;6.1.2;Härdare metyl- etylketonperoxid;Härdare metyl- etylketonperoxid [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
212;6.1.2;Härdare dibenzoylperoxid;Härdare dibenzoylperoxid [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
213;6.1.2;Färg-,lack-, limburkar vattenbaserade;Färg-,lack-, limburkar vattenbaserade [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
214;6.1.2;Tensida alkaliska flytande avfall;Tensida alkaliska flytande avfall [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
215;6.1.2;Rengöring/vaskmedel fast;Rengöring/vaskmedel fast [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
216;6.1.2;Alkaliska flytande avfall;Alkaliska flytande avfall [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
217;6.1.2;Cytotoxiska läkemedel, cytostat;Cytotoxiska läkemedel, cytostat [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
218;6.1.2;Rökdetektor med andra isotoper;Rökdetektor med andra isotoper [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
219;6.1.2;Rökdetektor med Am 241;Rökdetektor med Am 241 [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
220;6.1.2;Batterier stav, pencell;Batterier stav, pencell [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
221;6.1.2;Batterier lithium;Batterier lithium [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
222;6.1.2;Bil-, mcbatteri med bly;Bil-, mcbatteri med bly [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
223;6.1.2;Glödlampor;Glödlampor [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
224;6.1.2;Lysrör;Lysrör [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
225;6.1.2;Elavfall, små elektronik;Elavfall, små elektronik [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
226;6.1.2;El-avfall fast installation;El-avfall fast installation [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
227;6.1.2;El-avfall kabel;El-avfall kabel [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
228;6.1.2;Toner, färgpatron med elektronik;Toner, färgpatron med elektronik [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
229;6.1.2;Tv, radio, skärm, skrivare utan färgpatron;Tv, radio, skärm, skrivare utan färgpatron [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
230;6.1.2;Kyl-, frysskåp, -box;Kyl-, frysskåp, -box [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
231;6.1.2;Kyl-, frysskåp, -box från verksamhet;Kyl-, frysskåp, -box från verksamhet [Verksamhetsavfall Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
232;6.1.2;Spis, tvätt-, diskmaskin;Spis, tvätt-, diskmaskin [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
233;6.1.2;Spis, tvätt-, diskmaskin från verksamhet;Spis, tvätt-, diskmaskin från verksamhet [Verksamhetsavfall Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
234;6.1.3;Container X m3;Container X m3 [Verksamhetsavfall Verksamhet Asbest Abonnemang];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
235;6.1.3;Container X m3;Container X m3 [Verksamhetsavfall Verksamhet Asbest Abonnemang];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
236;6.1.3;Container X m3;Container X m3 [Verksamhetsavfall Verksamhet Asbest Abonnemang];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
237;6.1.3;Omklassning av felsorterad container;Omklassning av felsorterad container [Verksamhetsavfall Verksamhet Asbest Abonnemang];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
238;6.1.4;Okänt farligt avfall (säkerhetsdatablad saknas);Okänt farligt avfall (säkerhetsdatablad saknas) [Verksamhetsavfall Verksamhet Abonnemang Container];Verksamhetsavfall;Verksamhet;Farligt avfall;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
239;6.1.4;Ombud för rapportering av farligt avfall i Avfallsregistret;Ombud för rapportering av farligt avfall i Avfallsregistret [Verksamhetsavfall Verksamhet Abonnemang Container];Verksamhetsavfall;Verksamhet;Farligt avfall;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
240;6.1.4;Administrativ rapporteringsavgift till Avfallsregistret;Administrativ rapporteringsavgift till Avfallsregistret [Verksamhetsavfall Verksamhet Träavfall Abonnemang Container];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
241;6.1.4;Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen;Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen [Verksamhetsavfall Verksamhet Träavfall Abonnemang Container];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Container;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
